accession,bp,cc,mf,pdb_status,status
P9WI25,1,1,0,False,False
O14829,1,1,1,False,False
P36614,1,1,0,False,False
O14830,1,0,1,False,False
Q79FH3,1,0,0,False,False
P9WHZ5,1,0,0,False,False
P9WHY9,1,0,0,False,False
Q6MX07,1,0,0,False,False
Q5A6B6,1,0,1,False,False
P10619,1,1,1,True,True
P16675,1,1,0,False,False
P9WIN1,1,0,1,False,False
Q09496,1,1,0,False,False
Q9FFZ1,1,1,1,False,False
O23144,1,1,0,False,False
Q54SM3,1,1,0,False,False
P25007,1,1,0,False,False
P62937,1,1,1,True,True
P17742,1,1,0,True,True
P9WHW3,1,1,1,True,True
P10111,1,0,1,False,False
P24367,1,1,1,False,False
P23284,1,1,1,True,True
P9WHW1,1,1,0,False,False
P24368,1,1,0,False,False
P83221,1,1,1,False,False
P26882,1,0,1,True,True
P0ADY1,1,1,0,True,True
Q08752,1,1,1,False,False
Q6DGG0,1,1,1,False,False
P53691,1,1,1,False,False
Q9V3G3,1,1,0,False,False
Q4G338,1,1,1,False,False
Q9UNP9,1,1,1,True,True
P30405,1,1,0,True,True
Q99KR7,1,1,1,False,False
P29117,1,1,1,True,True
Q13427,1,1,1,True,True
O43447,1,1,1,True,True
Q9Y3C6,1,1,0,True,True
P52012,1,0,0,False,False
Q13356,1,1,1,True,True
Q9H2H8,1,1,0,True,True
Q9UUE4,1,1,0,False,False
O43586,1,1,0,True,True
Q9VL84,1,0,0,False,False
Q9VAJ3,1,0,0,False,False
Q86LG1,1,0,0,False,False
Q9UU87,1,1,1,False,False
O94487,1,1,0,False,False
Q09815,1,1,1,False,False
P0A7B1,1,1,1,True,True
P9WHV9,1,1,1,False,False
P61012,1,0,1,True,True
P26678,1,1,1,True,True
P61014,1,1,0,True,True
P61015,1,1,1,True,True
P61016,1,1,1,False,False
P35813,1,1,1,True,True
P49443,1,1,1,False,False
O75688,1,0,1,True,True
P36993,1,1,0,False,False
O15297,1,1,1,False,False
Q9QZ67,1,0,0,False,False
Q8WY54,1,1,1,False,False
Q80TL0,1,0,0,False,False
P49593,1,1,1,False,False
Q9WVR7,1,1,1,False,False
O15355,1,1,1,False,False
Q61074,1,1,1,False,False
Q149T7,1,0,1,False,False
Q8N3J5,1,1,1,True,True
Q5SGD2,1,1,1,False,False
Q8BHN0,1,0,1,False,False
Q8BU27,1,1,1,False,False
Q84WM7,1,1,1,False,False
Q9Y570,1,1,1,True,True
Q4FZT2,1,0,1,False,False
P38796,1,1,1,False,False
O53493,1,1,1,False,False
Q04119,1,1,1,False,False
Q9V521,1,1,1,False,False
Q9W1V6,1,1,1,False,False
Q8S9J1,1,1,0,False,False
Q94IG7,1,1,1,False,False
P55826,1,1,1,False,False
Q9LTX3,1,1,1,False,False
Q9ZPY1,1,0,1,False,False
Q54DT8,1,0,0,False,False
P50336,1,1,1,True,True
P40012,1,1,1,False,False
Q84XU2,1,1,1,True,True
Q9NES8,1,1,1,False,False
P53041,1,1,1,True,True
Q60676,1,1,1,False,False
P53042,1,1,1,True,True
Q27884,1,1,0,False,False
O00743,1,1,1,False,False
Q64620,1,0,1,False,False
Q9FN02,1,1,1,False,False
P32945,1,0,1,False,False
Q9MA50,1,1,0,False,False
Q9LND4,1,0,0,False,False
Q9Z2E4,1,1,1,False,False
Q940Q2,1,0,0,False,False
Q9UD71,1,1,1,False,False
Q60829,1,1,1,False,False
Q6J4I0,1,1,1,False,False
Q8WVI7,1,0,1,False,False
P07272,1,1,1,True,True
Q9LN01,1,0,0,False,False
Q86WC6,1,0,1,False,False
Q9SY69,1,1,0,False,False
Q5R3F8,1,1,1,False,False
Q3E6Q1,1,1,1,False,False
Q8TAP8,1,0,1,False,False
Q0WKV3,1,0,1,False,False
Q96LQ0,1,0,1,False,False
O75864,1,0,1,False,False
Q86XI6,1,0,0,True,True
Q8C767,1,0,0,False,False
Q6IN01,1,1,1,False,False
T1SFR8,1,0,0,False,False
Q7TMB3,1,0,1,False,False
Q5U2R5,1,1,1,False,False
P0C7L8,1,1,0,False,False
Q6ZSY5,1,1,1,False,False
Q9LMH5,1,0,0,False,False
Q8R1Z4,1,1,1,False,False
Q9M9E2,1,1,0,False,False
Q9LNP2,1,0,0,False,False
P0C7R1,1,1,1,False,False
Q9ZU27,1,1,0,False,False
Q9MAG8,1,0,0,False,False
Q9FXA9,1,1,0,False,False
Q0WQW5,1,1,1,False,False
O04590,1,0,0,False,False
Q9SXD1,1,1,1,False,False
Q9SI78,1,1,0,False,False
Q9LQ14,1,1,0,False,False
O32504,1,0,1,True,True
P38148,1,0,1,False,False
P23538,1,1,1,False,False
Q67YC0,1,0,1,False,False
Q9SU92,1,0,1,False,False
Q8RXN3,1,1,1,False,False
P45478,1,1,1,True,True
Q20390,1,0,1,False,False
Q9W3C7,1,1,1,False,False
P50897,1,1,1,True,True
O88531,1,1,0,False,False
Q69VR7,1,0,1,False,False
P45479,1,1,0,False,False
P53043,1,1,1,True,True
Q8H0T6,1,0,1,False,False
Q9VKH6,1,1,1,False,False
Q9UMR5,1,1,1,True,True
Q84QU8,1,0,1,False,False
Q12036,1,1,1,False,False
Q5VQL3,1,0,1,False,False
Q96BP3,1,1,0,True,True
P38698,1,1,1,True,True
P0AFL6,1,0,1,True,True
Q9ZN70,1,0,1,False,False
P11612,1,1,1,False,False
P26570,1,1,1,False,False
P33329,1,0,0,False,False
P78968,1,1,1,False,False
O60828,1,1,1,True,True
Q91VJ5,1,1,0,False,False
Q6PCT5,1,1,1,False,False
Q2V4B2,1,0,1,False,False
Q9I4X3,1,0,1,True,True
P20582,1,0,1,True,True
Q9I0Q0,1,0,1,False,False
O75807,1,1,1,True,True
P17564,1,0,1,False,False
Q6IN02,1,1,1,False,False
Q5SWA1,1,1,0,True,True
Q8BFW3,1,1,1,False,False
Q94BR4,1,1,0,False,False
O22785,1,1,0,False,False
Q9LZM7,1,1,0,False,False
Q8GWC3,1,1,0,False,False
Q8W115,1,1,0,False,False
Q9LYN0,1,1,0,False,False
Q9SIY7,1,1,0,False,False
Q9FLB6,1,1,0,False,False
O80915,1,1,0,False,False
Q9M012,1,1,0,False,False
Q9LYQ4,1,1,0,False,False
Q9FZ63,1,1,0,False,False
Q9C889,1,1,0,False,False
Q9LIC6,1,1,0,False,False
Q9LIC7,1,1,0,False,False
Q9ZWD1,1,1,0,False,False
Q9FH16,1,1,0,False,False
P33154,1,1,0,False,False
P04095,1,1,1,False,False
P04768,1,1,1,False,False
P34207,1,0,1,False,False
O75400,1,1,1,True,True
O35256,1,0,0,False,False
P83343,1,0,0,False,False
P28493,1,1,0,False,False
P04769,1,1,1,False,False
P33579,1,0,0,False,False
Q1G3K7,1,1,0,False,False
P93829,1,1,0,False,False
Q9FRR1,1,1,0,False,False
Q8LFP1,1,1,0,False,False
P87020,1,1,1,False,False
P53633,1,1,0,False,False
O75915,1,1,0,False,False
Q8R5J9,1,0,0,False,False
Q9ES40,1,1,1,False,False
P78395,1,0,1,False,False
Q6BCL1,1,0,0,False,False
Q9ZNS4,1,0,0,False,False
O43663,1,1,1,True,True
Q92733,1,1,0,False,False
P23865,1,1,1,True,True
Q9H4Q4,1,1,1,True,True
A2AJ77,1,0,0,False,False
E9PZZ1,1,1,1,False,False
Q9GZV8,1,1,0,False,False
E9Q3T6,1,1,1,True,True
Q91VJ2,1,1,1,False,False
O17828,1,1,0,False,False
O75626,1,1,1,True,True
Q60636,1,1,1,False,False
Q9UKN5,1,0,1,True,True
Q9QZP2,1,1,1,False,False
Q9NQX1,1,1,1,False,False
Q3UZD5,1,1,1,False,False
Q8BZ97,1,1,1,False,False
Q9NQV7,1,1,1,True,True
Q96EQ9,1,1,1,True,True
Q9V3P0,1,1,1,False,False
Q06830,1,1,1,True,True
P35700,1,1,0,False,False
Q63716,1,1,1,True,True
P32119,1,1,1,True,True
Q61171,1,1,1,False,False
P35704,1,1,0,False,False
P30048,1,1,1,True,True
P20108,1,1,1,False,False
Q9Z0V6,1,1,0,False,False
Q555L5,1,1,0,False,False
Q13162,1,1,1,True,True
O08807,1,1,1,True,True
P30044,1,1,1,True,True
P30041,1,1,1,True,True
O08709,1,1,1,False,False
O35244,1,0,1,False,False
Q9NL98,1,0,1,False,False
P06601,1,0,1,True,True
Q9FLE9,1,0,0,False,False
Q9LXG5,1,1,0,False,False
Q9CA64,1,1,0,False,False
F4JCN9,1,0,0,False,False
Q8GW32,1,0,0,False,False
P25889,1,0,1,False,False
Q9HCU5,1,1,1,True,True
Q9WTV0,1,1,1,False,False
P51888,1,1,1,False,False
Q9JK53,1,0,0,False,False
Q9V579,1,1,0,False,False
P76440,1,0,1,False,False
Q96I23,1,1,0,False,False
Q9LVY0,1,1,0,False,False
F4J264,1,1,1,False,False
Q61878,1,0,0,False,False
Q9Y2Y8,1,0,0,False,False
Q9UBK2,1,1,1,True,True
O70343,1,1,1,True,True
Q9QYK2,1,1,1,False,False
P07812,1,1,1,False,False
P06401,1,1,1,True,True
Q00175,1,1,1,False,False
Q63449,1,1,1,False,False
P48785,1,0,1,False,False
Q90Z06,1,0,0,False,False
Q24317,1,1,0,False,False
P49642,1,1,1,True,True
P10363,1,1,1,True,True
Q9VPH2,1,1,1,False,False
P49643,1,1,1,True,True
P20457,1,1,0,True,True
P17888,1,0,1,True,True
P07013,1,1,1,True,True
Q5F924,1,0,1,True,True
Q96MT3,1,1,0,False,False
Q3U5C7,1,1,0,False,False
Q71QF9,1,0,1,False,False
Q80Y24,1,1,0,False,False
P23862,1,0,1,True,True
Q810F0,1,1,1,False,False
P03193,1,0,0,False,False
P17149,1,0,0,False,False
F5HIN0,1,0,0,False,False
P41417,1,0,1,False,False
Q9XIK0,1,1,1,False,False
P27177,1,1,1,True,True
P04156,1,1,1,True,True
P04925,1,1,1,True,True
P13852,1,1,1,False,False
Q96LW4,1,1,1,True,True
Q6P1E7,1,0,0,False,False
Q40902,1,1,1,False,False
P40494,1,1,1,False,False
Q84JQ4,1,1,1,False,False
Q20443,1,0,0,False,False
Q9M1L7,1,1,1,True,True
Q9LJY0,1,0,0,False,False
Q9LPT1,1,0,0,False,False
Q3E991,1,1,1,True,True
Q81WH6,1,0,0,False,False
O34507,1,1,1,False,False
A6QGC0,1,0,1,False,False
O60260,1,1,1,True,True
Q9WVS6,1,1,1,True,True
Q9JK66,1,1,1,True,True
O75569,1,1,1,True,True
Q9WTX2,1,1,0,False,False
Q4V8C7,1,0,1,False,False
P51817,1,1,1,False,False
Q922R0,1,1,0,False,False
O43930,1,0,1,False,False
Q42384,1,1,0,False,False
P69130,1,0,0,False,False
P09584,1,0,0,False,False
Q9Y255,1,1,0,False,False
Q8R107,1,1,0,False,False
P15373,1,0,1,False,False
P49683,1,1,1,False,False
Q6VMN6,1,0,1,False,False
Q64121,1,0,1,False,False
P16471,1,1,1,True,True
Q08501,1,0,1,False,False
P01239,1,1,0,True,True
P14676,1,1,0,False,False
P01236,1,1,1,True,True
P17572,1,1,1,False,False
P06879,1,1,1,False,False
P21993,1,1,1,False,False
P01238,1,1,0,False,False
P01237,1,1,1,False,False
P48096,1,1,1,False,False
P01240,1,0,1,False,False
Q9P771,1,1,0,False,False
P53835,1,1,0,False,False
P04554,1,1,1,True,True
P07978,1,1,1,False,False
P40534,1,0,0,False,False
Q62100,1,1,0,False,False
Q08931,1,1,0,False,False
Q04705,1,1,1,False,False
P0A8T1,1,1,1,False,False
P39199,1,1,1,False,False
B0B9D1,1,0,1,False,False
P0ACC1,1,0,1,True,True
P9WHV3,1,0,0,False,False
Q9LX49,1,0,0,False,False
Q9QUG3,1,0,1,True,True
Q9ZW82,1,1,1,False,False
P68696,1,1,1,True,True
P0DL13,1,0,1,False,False
Q22006,1,0,0,False,False
P54885,1,0,1,True,True
P0A7B5,1,1,1,True,True
P9WHU9,1,0,0,False,False
P32264,1,0,1,False,False
P04070,1,1,1,True,True
P33587,1,0,1,False,False
P31394,1,1,1,False,False
P92983,1,1,1,False,False
Q6NKX1,1,1,1,False,False
P94390,1,0,1,False,False
Q9RW55,1,0,1,True,True
Q72IB8,1,0,1,True,True
Q04499,1,1,1,False,False
O43272,1,1,1,False,False
Q42449,1,1,0,True,True
P26199,1,1,1,False,False
P07737,1,1,1,True,True
P35081,1,0,1,False,False
P62962,1,1,1,False,False
P62963,1,1,1,False,False
Q42418,1,1,0,False,False
Q20025,1,0,0,False,False
P26200,1,1,1,False,False
P35080,1,1,1,True,True
P35082,1,0,1,False,False
Q9JJV2,1,1,0,True,True
Q9EPC6,1,0,1,True,True
Q21193,1,1,0,False,False
Q8T8M2,1,1,1,False,False
P35083,1,0,1,False,False
Q38905,1,1,1,False,False
O22655,1,0,1,False,False
Q9FR39,1,0,1,True,True
P25843,1,1,0,False,False
P86294,1,1,1,True,True
P39825,1,1,1,True,True
Q26734,1,0,0,False,False
P07274,1,1,1,True,True
Q14A28,1,1,1,False,False
P84909,1,1,0,False,False
Q8R414,1,0,0,False,False
Q9HC23,1,1,1,False,False
Q9QXU7,1,0,1,False,False
Q99935,1,1,1,False,False
Q16378,1,1,0,False,False
O43490,1,1,1,False,False
O54990,1,1,0,False,False
Q8N271,1,1,0,False,False
Q6E3K9,1,1,0,False,False
P85214,1,1,0,False,False
O75360,1,0,0,False,False
P97458,1,1,1,False,False
P85212,1,1,0,False,False
P0C0L7,1,1,1,True,True
P27918,1,1,0,True,True
P45577,1,1,1,True,True
P07225,1,1,1,True,True
P53813,1,1,1,False,False
P92961,1,1,1,False,False
P92962,1,1,1,False,False
Q9SJP9,1,1,1,False,False
P86147,1,1,0,False,False
P0C1R0,1,1,0,False,False
P17328,1,0,0,False,False
Q91018,1,1,0,False,False
Q92786,1,1,1,True,True
P48437,1,1,1,False,False
P22891,1,1,0,True,True
Q9CQW3,1,1,1,False,False
Q07350,1,1,1,True,True
O60508,1,1,1,True,True
P40968,1,1,0,True,False
Q99633,1,1,0,True,True
Q9JKB8,1,1,0,False,False
P33411,1,1,0,True,True
Q9UMS4,1,1,1,True,True
Q99KP6,1,1,0,False,False
Q9AV81,1,0,1,False,False
Q9JMJ4,1,1,0,False,False
O14011,1,1,0,True,True
P32523,1,1,1,True,True
Q27451,1,1,1,False,False
P55798,1,0,1,False,False
O44249,1,1,1,True,True
Q12381,1,1,0,False,False
P32524,1,1,1,True,True
F4IE66,1,1,0,False,False
P49960,1,1,1,True,True
P23394,1,1,1,True,True
Q27452,1,1,1,False,False
Q25519,1,1,1,True,True
P20095,1,0,1,True,False
Q8RXN6,1,0,0,False,False
Q7SXM7,1,0,0,False,False
Q8WWY3,1,1,1,True,True
O42904,1,1,0,False,False
P49704,1,1,0,True,True
Q7JVL3,1,1,0,False,False
Q00723,1,1,0,True,False
P39682,1,1,0,True,True
Q9LZJ7,1,1,0,False,False
Q09856,1,1,0,False,False
Q03338,1,1,0,True,True
O14176,1,1,0,False,False
P33203,1,1,1,True,True
Q03776,1,1,1,True,True
P53131,1,1,1,True,True
Q09882,1,1,0,True,True
P28004,1,1,0,True,False
O13615,1,1,0,True,True
Q12417,1,1,0,True,False
O22212,1,1,0,False,False
O43172,1,1,0,True,True
Q07538,1,0,1,False,False
P20053,1,1,0,True,True
P21372,1,0,1,True,True
O94906,1,1,1,True,True
P19735,1,1,0,True,True
P19736,1,1,1,True,True
Q937P0,1,0,1,False,False
P77541,1,0,1,True,True
Q56062,1,0,1,True,True
Q8NSL1,1,0,1,False,False
O34002,1,0,1,True,True
Q937N9,1,0,1,False,False
P31660,1,0,1,False,False
Q9TEM3,1,0,1,False,False
H8F0D7,1,0,1,False,False
I6Y9Q3,1,0,0,True,True
Q56063,1,0,1,True,True
Q8EJW2,1,0,1,False,False
Q8NSL3,1,0,1,False,False
Q937N6,1,0,1,False,False
P77243,1,0,1,True,True
H8F0D6,1,0,1,False,False
O06582,1,1,0,False,False
P74840,1,0,1,False,False
Q12428,1,0,0,False,False
O43395,1,1,1,True,True
Q937N7,1,0,1,False,False
Q8EJW4,1,0,1,True,True
P23942,1,1,0,False,False
P15499,1,1,0,False,False
P17438,1,0,0,False,False
Q96S44,1,1,1,False,False
P77743,1,0,1,True,True
O06581,1,0,0,False,False
P60891,1,1,1,True,True
P60892,1,1,1,False,False
P11908,1,1,0,False,False
P09330,1,1,1,False,False
Q54PA9,1,1,0,False,False
Q96HE9,1,1,0,False,False
O14283,1,1,1,False,False
P28708,1,0,1,False,False
Q12310,1,0,0,False,False
Q6MZQ0,1,1,1,False,False
A2AVJ5,1,1,0,False,False
P85299,1,1,0,False,False
Q812A5,1,0,0,False,False
P9WGM1,1,1,1,True,True
P9WGK7,1,1,1,True,True
Q5XJA3,1,1,1,False,False
Q66GI4,1,1,1,True,True
Q680B9,1,1,1,True,True
F4JKB6,1,1,1,False,False
P81278,1,1,1,False,False
Q7Z6L0,1,0,0,False,False
P63013,1,1,1,False,False
P63014,1,0,0,False,False
Q06348,1,0,1,False,False
O17071,1,0,0,False,False
P62333,1,1,1,True,True
P53549,1,1,1,True,False
Q924N9,1,1,1,False,False
Q99MS4,1,1,1,False,False
P83748,1,0,1,False,False
Q80WM7,1,1,1,False,False
Q9DAA4,1,0,0,False,False
Q8VIF2,1,1,0,False,False
Q9SZD4,1,1,0,False,False
Q9SL67,1,1,0,False,False
Q55BV5,1,1,0,False,False
P48601,1,1,0,False,False
P62191,1,1,1,True,True
P62192,1,1,0,False,False
P40327,1,1,1,True,False
P0CW18,1,0,0,False,False
F2YMG0,1,1,1,False,False
Q6UWY2,1,1,1,True,True
P17980,1,1,1,True,True
O88685,1,1,0,False,False
P33297,1,1,0,True,False
P34123,1,1,0,False,False
P43686,1,1,1,True,True
P54775,1,1,0,True,True
O74894,1,1,0,False,False
P33298,1,1,0,True,True
P35998,1,1,1,True,True
P33299,1,1,0,True,False
O18413,1,1,0,False,False
P62195,1,1,1,True,True
P62196,1,1,1,False,False
P62198,1,1,1,True,True
Q01939,1,1,1,True,False
Q9GV36,1,0,0,False,False
Q9U8Q4,1,0,1,True,True
Q9ESD1,1,1,1,False,False
Q9ES87,1,1,1,False,False
Q8LBL5,1,0,1,False,False
P83264,1,1,1,False,False
P83265,1,1,1,False,False
P83266,1,1,1,False,False
P83267,1,1,1,False,False
P09232,1,1,1,False,False
P25375,1,1,1,False,False
P24158,1,1,1,True,True
Q06552,1,0,0,False,False
Q06553,1,0,0,False,False
Q4WPQ8,1,0,0,False,False
A2QJF9,1,0,0,False,False
A7BJS7,1,0,0,False,False
P02625,1,1,1,True,True
O14021,1,1,0,False,False
P34227,1,1,1,True,True
Q9XEX2,1,1,0,False,False
Q949U7,1,1,0,False,False
Q9M7T0,1,1,1,False,False
O62090,1,1,1,False,False
P47032,1,1,1,True,True
P36110,1,1,1,False,False
P47033,1,1,0,False,False
Q09838,1,1,1,False,False
P23694,1,1,1,True,True
Q20938,1,1,0,False,False
Q8VWK0,1,1,0,False,False
Q8GYA6,1,1,0,False,False
P83188,1,0,0,False,False
P83189,1,0,0,True,True
P83190,1,0,0,False,False
P83191,1,0,0,False,False
Q9SEI2,1,1,0,False,False
O04019,1,1,0,False,False
P34066,1,1,0,False,False
Q27562,1,1,0,False,False
P12881,1,1,0,False,False
Q9V2V6,1,1,1,False,False
P25786,1,1,1,True,True
Q9R1P4,1,1,1,True,True
Q53080,1,1,1,True,True
P21243,1,1,0,True,True
O23708,1,1,0,False,False
Q8L4A7,1,1,0,False,False
Q54DM7,1,1,0,False,False
P40301,1,1,0,False,False
Q9V2V5,1,1,1,False,False
P25787,1,1,0,True,True
P49722,1,1,0,True,True
Q53084,1,1,1,False,False
P23639,1,1,0,True,True
O23715,1,1,0,False,False
Q27563,1,1,0,False,False
Q9V5C6,1,1,0,False,False
P25788,1,1,0,True,True
O70435,1,1,0,True,True
P23638,1,1,0,True,True
O81148,1,1,0,False,False
P34119,1,1,0,False,False
P18053,1,1,0,False,False
P25789,1,1,0,True,True
Q9R1P0,1,1,0,True,True
P40303,1,1,0,True,True
O81149,1,1,1,False,False
Q55G04,1,1,0,False,False
Q95083,1,1,0,False,False
P28066,1,1,0,True,True
Q9Z2U1,1,1,0,True,True
P32379,1,1,0,True,True
O81146,1,1,0,False,False
Q54XM7,1,1,0,False,False
Q9XZJ4,1,1,0,False,False
P60900,1,1,1,True,True
Q9QUM9,1,1,1,True,True
P40302,1,1,0,True,True
P22769,1,1,0,False,False
O24616,1,1,0,False,False
Q8TAA3,1,1,0,False,False
Q9CWH6,1,1,0,False,False
P34120,1,1,0,False,False
O14818,1,1,0,True,True
Q9Z2U0,1,1,0,True,True
P21242,1,1,1,True,True
Q9S831,1,1,0,True,True
Q9S714,1,1,0,False,False
Q9S7N7,1,1,0,True,True
Q9SUI6,1,1,0,False,False
Q949Q5,1,1,0,False,False
P12729,1,1,0,False,False
P55786,1,1,1,False,False
Q60177,1,1,1,True,True
P9WHU1,1,1,0,True,True
P25156,1,1,1,True,True
P40306,1,1,0,True,True
O35955,1,1,0,True,True
A5LHX3,1,1,1,False,False
Q8BG41,1,1,0,False,False
P42742,1,1,0,False,False
Q86A21,1,1,0,False,False
P40304,1,1,0,False,False
P20618,1,1,0,True,True
O09061,1,1,0,True,True
Q53079,1,1,1,True,True
P38624,1,1,1,True,True
P74367,1,1,0,True,True
Q8DG60,1,1,0,True,True
Q55DY7,1,1,0,False,False
P49721,1,1,0,True,True
Q9R1P3,1,1,0,True,True
P40307,1,0,0,True,True
Q53083,1,1,1,False,False
P25043,1,1,1,True,True
Q55D66,1,1,0,False,False
Q9XYN7,1,1,0,False,False
P49720,1,1,0,True,True
Q9R1P1,1,1,0,True,True
P25451,1,1,1,True,True
Q7DLR9,1,1,0,False,False
Q556Q0,1,1,1,False,False
Q9VNA5,1,1,0,False,False
P28070,1,1,0,True,True
P99026,1,1,1,True,True
P22141,1,1,1,True,True
Q54BC8,1,1,0,False,False
P28074,1,1,1,True,True
O55234,1,1,1,True,True
P30656,1,1,1,True,True
Q55GJ6,1,1,0,False,False
P28072,1,1,1,True,True
Q60692,1,1,0,True,True
P23724,1,1,0,True,True
Q54QR2,1,1,0,False,False
Q99436,1,1,0,True,True
P70195,1,1,0,True,True
P30657,1,1,0,True,True
P28062,1,1,0,True,True
P28063,1,1,0,True,True
P28065,1,1,0,True,True
P28076,1,1,0,True,True
O35522,1,0,0,False,False
O35524,1,1,0,False,False
O35521,1,0,0,False,False
P28077,1,1,1,False,False
P23321,1,1,1,True,True
Q9S841,1,1,1,False,False
Q42029,1,1,1,False,False
P27202,1,1,0,False,False
Q9XF91,1,1,1,True,True
Q39194,1,1,0,True,True
O49347,1,1,0,False,False
D4GYZ1,1,1,1,False,False
Q58634,1,1,1,True,True
P9WHT9,1,1,0,True,True
P28061,1,1,1,True,True
Q86I79,1,0,1,False,False
O75832,1,1,1,True,True
P50086,1,1,0,True,True
Q9LP45,1,1,0,False,False
Q54UB5,1,0,0,False,False
Q7KLV9,1,1,0,True,True
O00231,1,1,0,True,True
O00232,1,1,0,True,True
Q9UNM6,1,1,0,True,True
Q9WVJ2,1,1,0,False,False
Q9MAT0,1,1,0,False,False
Q9ESQ7,1,1,1,False,False
O14333,1,1,1,False,False
P39006,1,1,1,False,False
Q9SIV2,1,1,1,False,False
Q6XJG8,1,1,0,False,False
Q9UTB5,1,1,1,False,False
Q9LQR8,1,1,0,False,False
O14111,1,1,1,False,False
O24412,1,1,0,False,False
Q9C774,1,1,0,False,False
Q9SGW3,1,1,0,False,False
Q9LT08,1,1,0,False,False
Q9V3H2,1,1,0,False,False
O00487,1,1,1,True,True
P0A8K1,1,0,1,False,False
Q14691,1,1,0,True,True
Q9CZ15,1,1,0,False,False
Q9P7X6,1,1,0,False,False
Q12488,1,1,0,True,True
Q9VQY9,1,1,0,False,False
Q9Y248,1,1,0,True,True
O94329,1,1,0,False,False
Q7ZT46,1,1,1,False,False
P40359,1,1,0,True,True
Q9BRX5,1,1,0,True,True
Q9UTC3,1,1,0,False,False
Q12146,1,1,0,True,True
Q9UQ72,1,0,0,False,False
P11464,1,0,0,False,False
Q16557,1,0,0,False,False
Q00888,1,1,0,False,False
Q15238,1,0,0,False,False
Q13046,1,0,0,False,False
Q00887,1,0,0,False,False
Q12161,1,1,1,False,False
Q9VWU1,1,1,1,False,False
Q968Z6,1,1,0,False,False
Q54P69,1,0,0,False,False
O75475,1,1,1,True,True
Q99JF8,1,0,0,False,False
Q12706,1,1,1,False,False
Q9FM96,1,1,0,False,False
Q9FN05,1,1,1,False,False
Q99460,1,1,0,True,True
Q54BC6,1,0,0,False,False
Q13200,1,1,0,True,True
P25161,1,1,1,False,False
O43242,1,1,0,True,True
P55034,1,1,1,False,False
O61742,1,0,0,False,False
P55035,1,1,1,False,False
P55036,1,1,1,True,True
Q9VYG1,1,0,0,False,False
Q16401,1,1,0,False,False
Q93Y35,1,1,0,False,False
Q9V3G7,1,1,0,False,False
Q15008,1,1,0,True,True
P26270,1,1,0,False,False
P51665,1,1,1,True,True
P48556,1,1,0,True,True
Q9VFS8,1,0,0,False,False
O00233,1,1,0,False,False
Q9WTV5,1,1,1,False,False
P40555,1,1,0,True,True
Q06323,1,1,0,True,True
P97371,1,0,1,True,True
Q9UL46,1,1,0,False,False
P97372,1,0,1,True,True
P61289,1,1,1,False,False
Q967U1,1,1,0,False,False
Q9M330,1,1,0,False,False
Q9V637,1,1,0,False,False
Q92530,1,1,1,True,True
O95456,1,1,0,False,False
Q9JK23,1,0,1,False,False
Q969U7,1,1,0,False,False
Q9EST4,1,1,0,False,False
Q9W6T7,1,1,0,False,False
P49768,1,1,1,True,True
P49769,1,1,1,False,False
P97887,1,1,1,False,False
Q90ZE4,1,0,0,False,False
P49810,1,1,0,False,False
Q61144,1,1,1,False,False
O88777,1,0,0,False,False
Q54ET2,1,0,0,False,False
Q54DE8,1,1,0,False,False
P52166,1,1,0,False,False
O02194,1,1,1,False,False
Q10264,1,1,0,False,False
P30620,1,1,1,False,False
Q9UTS0,1,1,1,False,False
P0AFM6,1,1,1,True,True
P07988,1,1,0,True,True
P22355,1,1,0,False,False
Q8R326,1,1,1,False,False
P11686,1,1,0,True,True
P11685,1,1,1,False,False
P0AFV8,1,1,0,False,False
P37344,1,0,1,True,True
P32696,1,0,0,False,False
O15172,1,0,1,False,False
O60542,1,1,1,False,False
O70300,1,1,1,False,False
Q07800,1,1,1,False,False
Q07949,1,0,0,False,False
Q54VB6,1,1,1,False,False
Q6PGN9,1,1,0,False,False
Q9D0P7,1,1,1,False,False
Q9LER7,1,1,0,False,False
F4HXY7,1,1,0,False,False
O94584,1,1,1,False,False
P08456,1,1,1,False,False
Q12355,1,1,0,False,False
P9WG11,1,0,0,False,False
P07654,1,1,1,False,False
P9WQL1,1,0,0,False,False
P0AAH0,1,1,1,False,False
P9WG05,1,0,0,False,False
P0AGH8,1,1,1,False,False
Q8BP74,1,1,1,False,False
P9WHW5,1,1,1,True,True
P9WGU1,1,1,1,True,True
P9WGT9,1,1,0,False,False
P9WGT7,1,1,0,True,True
O51233,1,0,0,True,True
P0AG82,1,0,1,True,True
G3XDA8,1,1,1,True,True
Q9UR09,1,1,0,False,False
P08798,1,1,1,False,False
Q941C7,1,0,0,False,False
Q9USH7,1,1,0,False,False
Q12318,1,1,0,True,True
Q8IYL9,1,1,1,False,False
Q61038,1,0,0,False,False
P37272,1,1,1,False,False
P38958,1,1,1,False,False
Q84KL4,1,0,1,False,False
P08468,1,1,1,False,False
Q02771,1,0,0,False,False
P10355,1,1,1,False,False
O74832,1,1,0,False,False
P32606,1,1,0,False,False
Q02772,1,1,0,False,False
P37177,1,0,1,True,True
P08839,1,1,1,True,True
Q84KL6,1,0,1,False,False
P32522,1,1,1,False,False
Q84KL3,1,0,1,False,False
P07390,1,1,1,False,False
Q84KL5,1,0,1,False,False
